Team,Year,Salary_Cap,Active_Cap_Spend,Dead_Cap,Dead_Cap_%,QB_Cap_Hit,QB_Cap_%,Offensive_Spend,Defensive_Spend,Avg_Roster_Age,Wins,Playoff_Appearance
las-vegas-raiders,2018,177200000.0,124154951.0,39760452.0,0.224381783295711,25900000.0,0.1461625282167042,75312266.0,42722420.0,25.440860215053764,4.0,0
las-vegas-raiders,2019,188200000.0,124757325.0,31685701.0,0.1683618544102019,25280481.0,0.1343277417640807,74299199.0,36557242.0,25.45205479452055,7.0,0
las-vegas-raiders,2020,198200000.0,226741208.0,22450570.0,0.1132723007063572,32625000.0,0.1646064581231079,130190145.0,83363660.0,26.488636363636363,8.0,0
las-vegas-raiders,2021,182500000.0,129494524.0,36524563.0,0.2001345917808219,25625000.0,0.1404109589041096,71859341.0,29232504.0,26.40740740740741,10.0,1
las-vegas-raiders,2022,208200000.0,179831461.0,102437869.0,0.4920166618635927,20575002.0,0.0988232564841498,103426625.0,60943985.0,26.1864406779661,6.0,0
las-vegas-raiders,2023,224800000.0,155882148.0,57853191.0,0.2573540524911032,8784345.0,0.0390762677935943,95409495.0,49984979.0,26.923076923076923,8.0,0
las-vegas-raiders,2024,255400000.0,111412545.0,50307790.0,0.196976468285043,1820957.0,0.0071298238057948,59571599.0,35636104.0,25.641509433962263,4.0,0
las-vegas-raiders,2025,279200000.0,138634367.0,77146469.0,0.2763125680515759,43800855.0,0.1568798531518624,78967729.0,28379721.0,26.452830188679247,3.0,0
los-angeles-chargers,2018,177200000.0,156630109.0,20165012.0,0.1137980361173814,23000000.0,0.1297968397291196,92721335.0,40343791.0,25.75641025641025,12.0,1
los-angeles-chargers,2019,188200000.0,161140516.0,13000472.0,0.0690779596174282,27628782.0,0.1468054303931987,85062406.0,44271303.0,26.19696969696969,5.0,0
los-angeles-chargers,2020,198200000.0,138497172.0,20514754.0,0.1035053178607467,13076892.0,0.0659782643794147,78611685.0,41617549.0,25.32876712328768,7.0,0
los-angeles-chargers,2021,182500000.0,180265045.0,14260406.0,0.0781392109589041,9879408.0,0.0541337424657534,86391318.0,84856138.0,26.52439024390244,9.0,0
los-angeles-chargers,2022,208200000.0,206823849.0,15806087.0,0.0759178049951969,13317533.0,0.0639650960614793,104656612.0,59248070.0,25.905882352941177,10.0,1
los-angeles-chargers,2023,224800000.0,132544014.0,27385531.0,0.1218217571174377,1389167.0,0.006179568505338,55734112.0,54095936.0,26.07547169811321,5.0,0
los-angeles-chargers,2024,255400000.0,183462767.0,60901604.0,0.2384557713390759,21848175.0,0.0855449295223179,75374891.0,46972713.0,26.56603773584905,11.0,1
los-angeles-chargers,2025,279200000.0,203316535.0,41240314.0,0.1477088610315186,39488315.0,0.1414337929799426,104850338.0,56018567.0,26.88679245283019,11.0,1
los-angeles-rams,2018,177200000.0,158606483.0,16825476.0,0.0949518961625282,8653593.0,0.0488351749435665,60897568.0,87038933.0,25.88679245283019,13.0,1
los-angeles-rams,2019,188200000.0,162333485.0,13604018.0,0.0722848990435706,11629577.0,0.0617937141339001,82843162.0,54784744.0,25.62264150943396,9.0,0
los-angeles-rams,2020,198200000.0,158056507.0,43735496.0,0.2206634510595358,29651210.0,0.1496024722502522,86250207.0,60417373.0,25.396825396825395,10.0,1
los-angeles-rams,2021,182500000.0,128139904.0,55198457.0,0.302457298630137,22175000.0,0.1215068493150685,64130236.0,48797585.0,25.69117647058824,12.0,1
los-angeles-rams,2022,208200000.0,113511363.0,26653334.0,0.128017934678194,3069444.0,0.0147427665706051,27005393.0,72783463.0,25.925925925925927,5.0,0
los-angeles-rams,2023,224800000.0,131880407.0,79381937.0,0.3531224955516014,20620000.0,0.0917259786476868,74923120.0,47396492.0,26.07692307692308,10.0,1
los-angeles-rams,2024,255400000.0,209446790.0,35854750.0,0.140386648394675,50188631.0,0.196509909945184,174088081.0,24793525.0,25.867924528301888,10.0,1
los-angeles-rams,2025,279200000.0,199972074.0,57763950.0,0.2068909383954154,51818459.0,0.1855961998567335,149626022.0,42375089.0,26.92452830188679,12.0,1
miami-dolphins,2018,177200000.0,125393091.0,23256036.0,0.1312417381489842,10116666.0,0.0570917945823927,54295717.0,34195223.0,26.262295081967213,7.0,0
miami-dolphins,2019,188200000.0,73122950.0,79074155.0,0.42016022848034,6779898.0,0.036024962805526,40706424.0,19936481.0,25.01020408163265,5.0,0
miami-dolphins,2020,198200000.0,156504710.0,39015271.0,0.1968479868819374,13548743.0,0.0683589455095862,61434424.0,79179179.0,25.433962264150946,10.0,0
miami-dolphins,2021,182500000.0,149454584.0,24429950.0,0.1338627397260273,11880781.0,0.0651001698630137,64158889.0,70258788.0,25.89090909090909,9.0,0
miami-dolphins,2022,208200000.0,170595560.0,26862865.0,0.1290243275696445,16208046.0,0.0778484438040345,86340843.0,59864144.0,26.56756756756757,9.0,1
miami-dolphins,2023,224800000.0,172821528.0,20351028.0,0.0905294839857651,13313648.0,0.0592244128113879,83343001.0,81331910.0,27.132075471698112,11.0,1
miami-dolphins,2024,255400000.0,138344211.0,58059677.0,0.2273284142521534,10402446.0,0.0407300156617071,81556342.0,37809038.0,27.245283018867923,8.0,0
miami-dolphins,2025,279200000.0,151891044.0,76511101.0,0.2740368946991404,42446697.0,0.1520297170487106,84745654.0,44675547.0,25.9622641509434,7.0,0
minnesota-vikings,2018,177200000.0,185936546.0,13348655.0,0.0753310101580135,27017000.0,0.1524661399548532,83835166.0,77308518.0,25.64179104477612,8.5,0
minnesota-vikings,2019,188200000.0,177166406.0,9821576.0,0.0521869075451647,29735000.0,0.1579968119022316,84527645.0,66758867.0,26.09803921568628,10.0,1
minnesota-vikings,2020,198200000.0,138188441.0,55337602.0,0.2792008173562058,22441666.0,0.1132273763874873,73630556.0,57365583.0,25.361702127659573,7.0,0
minnesota-vikings,2021,182500000.0,136102224.0,35669965.0,0.1954518630136986,35332746.0,0.1936040876712328,78028219.0,50130843.0,25.88,8.0,0
minnesota-vikings,2022,208200000.0,200224575.0,47614227.0,0.2286946541786743,32668668.0,0.1569100288184438,99005674.0,71223164.0,25.945054945054945,13.0,1
minnesota-vikings,2023,224800000.0,122035441.0,46177305.0,0.2054150578291814,3378149.0,0.0150273532028469,49816692.0,46052640.0,26.48076923076923,7.0,0
minnesota-vikings,2024,255400000.0,164432512.0,70382084.0,0.2755758966327329,8215000.0,0.0321652310101801,88786046.0,56648365.0,27.28846153846154,14.0,1
minnesota-vikings,2025,279200000.0,191638128.0,27522316.0,0.0985756303724928,6223409.0,0.0222901468481375,110744377.0,59198853.0,26.67924528301887,9.0,0
new-england-patriots,2018,177200000.0,158568751.0,19351024.0,0.1092044243792325,22915000.0,0.1293171557562076,78025968.0,63710357.0,27.36065573770492,11.0,1
new-england-patriots,2019,188200000.0,157015131.0,31263024.0,0.1661159617428267,22916380.0,0.12176609989373,75385755.0,75985311.0,27.55555555555556,12.0,1
new-england-patriots,2020,198200000.0,115040401.0,38569964.0,0.1946012310797174,3471528.0,0.0175152774974772,59201292.0,40808601.0,26.22972972972973,7.0,0
new-england-patriots,2021,182500000.0,147576468.0,33715662.0,0.1847433534246575,4645684.0,0.025455802739726,70034039.0,69897657.0,26.9344262295082,10.0,1
new-england-patriots,2022,208200000.0,180094590.0,31449266.0,0.1510531508165225,5275889.0,0.0253404851104707,89701582.0,79870181.0,26.57317073170732,8.0,0
new-england-patriots,2023,224800000.0,122696951.0,31235322.0,0.1389471619217082,5245824.0,0.0233355160142348,48166810.0,61519507.0,26.71698113207547,4.0,0
new-england-patriots,2024,255400000.0,130005536.0,60985272.0,0.2387833672670321,15384957.0,0.060238672670321,61476015.0,56892406.0,26.11320754716981,4.0,0
new-england-patriots,2025,279200000.0,204986622.0,52096934.0,0.1865936031518624,12626749.0,0.0452247457020057,99688783.0,83452881.0,26.192307692307693,14.0,1
new-orleans-saints,2018,177200000.0,140652803.0,28414388.0,0.1603520767494356,26845000.0,0.1514954853273137,83757827.0,32809878.0,26.55172413793104,13.0,1
new-orleans-saints,2019,188200000.0,157624639.0,31310945.0,0.1663705897980871,26595000.0,0.1413124335812965,90621901.0,46479992.0,26.279411764705884,13.0,1
new-orleans-saints,2020,198200000.0,161365733.0,22530540.0,0.1136757820383451,31351000.0,0.1581786074672048,88506844.0,48832528.0,27.0,12.0,1
new-orleans-saints,2021,182500000.0,107680541.0,49107949.0,0.2690846520547945,8937396.0,0.0489720328767123,46235593.0,45694722.0,26.685185185185187,9.0,0
new-orleans-saints,2022,208200000.0,171505281.0,60239112.0,0.2893329106628242,7000000.0,0.0336215177713736,65962446.0,63189935.0,27.069767441860463,7.0,0
new-orleans-saints,2023,224800000.0,138027290.0,35175167.0,0.1564731628113879,12428204.0,0.0552856049822064,73118612.0,32501538.0,27.07407407407408,9.0,0
new-orleans-saints,2024,255400000.0,146456092.0,62187730.0,0.2434915035238841,14638324.0,0.057315285826155,66352642.0,52432890.0,26.67924528301887,5.0,0
new-orleans-saints,2025,279200000.0,132795807.0,109045640.0,0.3905646131805158,3022077.0,0.0108240580229226,57348989.0,53543480.0,26.50943396226415,6.0,0
new-york-giants,2018,177200000.0,117538663.0,43897862.0,0.2477305981941309,23411924.0,0.132121467268623,63591205.0,47942923.0,26.0377358490566,5.0,0
new-york-giants,2019,188200000.0,130695176.0,63780587.0,0.3388979117959617,28450751.0,0.1511729596174282,80497314.0,35984525.0,25.25675675675676,4.0,0
new-york-giants,2020,198200000.0,179946479.0,42654125.0,0.2152074924318869,8172740.0,0.0412348133198789,81500175.0,78869923.0,25.56382978723404,6.0,0
new-york-giants,2021,182500000.0,121896505.0,19015015.0,0.1041918630136986,1594996.0,0.008739704109589,61582752.0,47902655.0,26.06122448979592,4.0,0
new-york-giants,2022,208200000.0,156309354.0,65669705.0,0.3154164505283381,11065836.0,0.0531500288184438,79585536.0,60650277.0,25.788235294117648,9.5,1
new-york-giants,2023,224800000.0,129927472.0,56451152.0,0.2511172241992883,7368889.0,0.0327797553380782,54602266.0,54820497.0,25.81132075471698,6.0,0
new-york-giants,2024,255400000.0,116951522.0,82521697.0,0.3231076624902114,6133889.0,0.0240167932654659,55469536.0,50444208.0,26.33962264150944,3.0,0
new-york-giants,2025,279200000.0,181471241.0,35414705.0,0.1268434992836676,17120657.0,0.0613204047277936,74513180.0,72604131.0,26.849056603773583,4.0,0
new-york-jets,2018,177200000.0,110925059.0,29906396.0,0.1687719864559819,16021936.0,0.0904172460496613,53614840.0,52419413.0,25.393939393939394,4.0,0
new-york-jets,2019,188200000.0,96678757.0,27627375.0,0.146797954303932,7367714.0,0.0391483209351753,48848355.0,41870621.0,26.0377358490566,7.0,0
new-york-jets,2020,198200000.0,189682920.0,104345553.0,0.5264659586276489,14530822.0,0.0733139354187689,130665133.0,53643806.0,25.46564885496183,2.0,0
new-york-jets,2021,182500000.0,116635964.0,59681106.0,0.3270197589041096,10061865.0,0.055133506849315,59603030.0,53603110.0,25.18018018018018,4.0,0
new-york-jets,2022,208200000.0,165612372.0,31028741.0,0.1490333381364073,13914085.0,0.0668303794428434,75089266.0,54998917.0,26.178571428571427,7.0,0
new-york-jets,2023,224800000.0,143977333.0,29031325.0,0.1291429048042704,9515552.0,0.0423289679715302,52999943.0,68201366.0,26.64814814814815,7.0,0
new-york-jets,2024,255400000.0,156868920.0,62318333.0,0.2440028700078308,19961112.0,0.078156272513704,77094421.0,69788172.0,26.849056603773583,5.0,0
new-york-jets,2025,279200000.0,96367637.0,108111699.0,0.3872195522922636,7100320.0,0.0254309455587392,51213387.0,30972389.0,26.245283018867923,3.0,0
philadelphia-eagles,2018,177200000.0,135631627.0,14907511.0,0.0841281659142212,21505365.0,0.1213621049661399,80276239.0,36122971.0,26.865384615384617,9.0,1
philadelphia-eagles,2019,188200000.0,173218927.0,49129262.0,0.2610481509032943,18583782.0,0.0987448565356004,76882163.0,69118870.0,25.366071428571427,9.0,1
philadelphia-eagles,2020,198200000.0,139405537.0,23648938.0,0.119318557013118,21442022.0,0.1081837638748738,82778405.0,40311982.0,25.7843137254902,4.5,0
philadelphia-eagles,2021,182500000.0,101610988.0,63769525.0,0.3494220547945205,2622690.0,0.014370904109589,45622190.0,42958320.0,25.32258064516129,9.0,1
philadelphia-eagles,2022,208200000.0,215441259.0,96782003.0,0.4648511191162344,9198230.0,0.0441797790585975,99908416.0,91448437.0,26.33018867924528,14.0,1
philadelphia-eagles,2023,224800000.0,160037713.0,63868823.0,0.284113981316726,8882916.0,0.0395147508896797,82087061.0,54660204.0,26.58490566037736,11.0,1
philadelphia-eagles,2024,255400000.0,168537310.0,63634011.0,0.2491543108848864,16613774.0,0.0650500156617071,98177606.0,57803217.0,25.67924528301887,14.0,1
philadelphia-eagles,2025,279200000.0,185638474.0,85767966.0,0.3071918553008596,24062810.0,0.0861848495702005,126007477.0,46463903.0,26.16981132075472,11.0,1
pittsburgh-steelers,2018,177200000.0,138116212.0,11880840.0,0.0670476297968397,24607847.0,0.1388704683972912,74288905.0,51865163.0,25.768115942028984,9.5,0
pittsburgh-steelers,2019,188200000.0,139395961.0,40931833.0,0.2174911424017003,2676174.0,0.0142198405951115,55962695.0,61860611.0,25.2375,8.0,0
pittsburgh-steelers,2020,198200000.0,146851577.0,14551441.0,0.0734179667003027,25644620.0,0.1293875882946518,75671471.0,61236018.0,26.27777777777778,12.0,1
pittsburgh-steelers,2021,182500000.0,124164123.0,30380017.0,0.1664658465753424,28953066.0,0.1586469369863013,58435121.0,50474199.0,25.75471698113208,9.5,1
pittsburgh-steelers,2022,208200000.0,170238807.0,46052735.0,0.2211946926032661,10257801.0,0.0492689769452449,57769800.0,77766357.0,25.73611111111111,9.0,0
pittsburgh-steelers,2023,224800000.0,194442075.0,21164554.0,0.0941483718861209,10148917.0,0.045146427935943,84007109.0,62982557.0,26.38888888888889,10.0,1
pittsburgh-steelers,2024,255400000.0,182613866.0,30733672.0,0.1203354424432263,5595948.0,0.0219105246671887,48052724.0,88603611.0,27.62745098039216,10.0,1
pittsburgh-steelers,2025,279200000.0,205157647.0,35262934.0,0.1262999068767908,17748731.0,0.0635699534383954,80932523.0,72674658.0,27.75925925925926,10.0,1
san-francisco-49ers,2018,177200000.0,111813049.0,39885588.0,0.2250879683972912,1197255.0,0.0067565180586907,55439225.0,39097500.0,24.80208333333333,4.0,0
san-francisco-49ers,2019,188200000.0,225363188.0,53082660.0,0.2820545164718385,23457074.0,0.1246390754516471,96725362.0,79870637.0,26.009174311926607,13.0,1
san-francisco-49ers,2020,198200000.0,121143362.0,31246527.0,0.1576514984863773,1387459.0,0.007000297679112,56289960.0,45564493.0,26.112244897959183,6.0,0
san-francisco-49ers,2021,182500000.0,156140995.0,38184181.0,0.2092283890410959,32600959.0,0.1786353917808219,85458303.0,36747630.0,26.903614457831324,10.0,1
san-francisco-49ers,2022,208200000.0,210401880.0,55047691.0,0.2643981316042267,16725428.0,0.0803334678194044,83238804.0,62563229.0,27.065934065934066,13.0,1
san-francisco-49ers,2023,224800000.0,154932685.0,33313374.0,0.148191165480427,7693517.0,0.0342238300711743,73558917.0,50780273.0,26.92452830188679,12.0,1
san-francisco-49ers,2024,255400000.0,138201567.0,30442060.0,0.1191936570086139,4794252.0,0.0187715426781519,54544912.0,57464331.0,26.92452830188679,6.0,0
san-francisco-49ers,2025,279200000.0,157079766.0,103625697.0,0.3711522098853868,11686073.0,0.0418555623209169,101374061.0,32955759.0,27.32075471698113,12.0,1
seattle-seahawks,2018,177200000.0,132664927.0,29265025.0,0.1651525112866817,24491666.0,0.1382148194130925,76327351.0,46406273.0,25.408450704225352,10.0,1
seattle-seahawks,2019,188200000.0,136303556.0,33341263.0,0.1771586769394261,26931668.0,0.1431013177470775,65866246.0,41679938.0,26.34722222222222,11.0,1
seattle-seahawks,2020,198200000.0,174698283.0,27951104.0,0.1410247426841574,31887500.0,0.160885469223007,95663901.0,59388074.0,26.36764705882353,12.0,1
seattle-seahawks,2021,182500000.0,137955994.0,13921645.0,0.0762829863013698,33507502.0,0.1836027506849315,78829983.0,36981480.0,26.35087719298245,7.0,0
seattle-seahawks,2022,208200000.0,134787774.0,70801557.0,0.3400651152737752,4951021.0,0.0237801200768491,61121960.0,45903424.0,26.607142857142858,9.0,1
seattle-seahawks,2023,224800000.0,165990770.0,23397380.0,0.104080871886121,14100000.0,0.0627224199288256,83859236.0,55796859.0,26.166666666666668,9.0,0
seattle-seahawks,2024,255400000.0,170968666.0,58377484.0,0.2285727642913077,27581667.0,0.1079939976507439,93501639.0,41424722.0,26.134615384615383,10.0,0
seattle-seahawks,2025,279200000.0,173732718.0,88180219.0,0.3158317299426934,16801777.0,0.0601782843839541,69175474.0,65025152.0,26.150943396226417,14.0,1
tampa-bay-buccaneers,2018,177200000.0,196885105.0,29526269.0,0.1666268002257336,17329403.0,0.0977957279909706,99130611.0,57966196.0,25.60185185185185,5.0,0
tampa-bay-buccaneers,2019,188200000.0,259630888.0,21616260.0,0.114857917109458,23432000.0,0.1245058448459086,143347081.0,63126227.0,26.221052631578942,7.0,0
tampa-bay-buccaneers,2020,198200000.0,185308315.0,7804140.0,0.0393750756811301,27532500.0,0.1389127144298688,98384586.0,49733086.0,27.07407407407408,11.0,1
tampa-bay-buccaneers,2021,182500000.0,193013973.0,28060374.0,0.1537554739726027,16558438.0,0.0907311671232876,97569244.0,61015415.0,27.6734693877551,13.0,1
tampa-bay-buccaneers,2022,208200000.0,214073132.0,37867180.0,0.1818788664745437,18912062.0,0.0908360326609029,109285086.0,86466210.0,27.00970873786408,8.0,1
tampa-bay-buccaneers,2023,224800000.0,128436935.0,81574757.0,0.3628770329181495,3770747.0,0.0167737855871886,55387710.0,49948467.0,25.90566037735849,9.0,1
tampa-bay-buccaneers,2024,255400000.0,139250589.0,62499171.0,0.2447109279561472,8661244.0,0.0339124667188723,49332345.0,71962003.0,25.867924528301888,10.0,1
tampa-bay-buccaneers,2025,279200000.0,212572821.0,50890048.0,0.1822709455587392,27788782.0,0.0995300214899713,109404539.0,76021288.0,26.641509433962263,8.0,0
tennessee-titans,2018,177200000.0,126533964.0,20927326.0,0.1181000338600451,9843856.0,0.0555522347629796,56618895.0,43132000.0,25.79268292682927,9.0,0
tennessee-titans,2019,188200000.0,168715377.0,22933426.0,0.1218566737513283,26347000.0,0.1399946865037194,91153395.0,69182604.0,25.766233766233768,9.0,1
tennessee-titans,2020,198200000.0,204201927.0,59110885.0,0.298238572149344,24330000.0,0.1227547931382442,108652465.0,79168878.0,26.62037037037037,11.0,1
tennessee-titans,2021,182500000.0,155907543.0,46830938.0,0.2566078794520548,12660000.0,0.0693698630136986,89141868.0,51780507.0,26.46067415730337,12.0,1
tennessee-titans,2022,208200000.0,93435636.0,33263152.0,0.1597653794428434,2025566.0,0.0097289433237271,44021992.0,42825246.0,26.05194805194805,7.0,0
tennessee-titans,2023,224800000.0,128983277.0,58841771.0,0.2617516503558719,39507689.0,0.1757459475088968,76411373.0,25957934.0,26.245283018867923,6.0,0
tennessee-titans,2024,255400000.0,142042127.0,67461884.0,0.2641420673453406,4908674.0,0.0192195536413469,49474868.0,82696425.0,26.37735849056604,3.0,0
tennessee-titans,2025,279200000.0,152024201.0,62942146.0,0.2254374856733524,10090434.0,0.0361405229226361,81257938.0,55787615.0,26.20754716981132,3.0,0
washington-commanders,2018,177200000.0,102905158.0,14621935.0,0.0825165632054176,370589.0,0.0020913600451467,40923302.0,40539626.0,26.28301886792453,7.0,0
washington-commanders,2019,188200000.0,140415181.0,31601586.0,0.1679149096705632,18429904.0,0.0979272263549415,67229031.0,52084946.0,25.849624060150376,3.0,0
washington-commanders,2020,198200000.0,138074773.0,41246929.0,0.2081076135216952,21904708.0,0.1105182038345106,74010656.0,52212551.0,25.89333333333333,7.0,1
washington-commanders,2021,182500000.0,150038375.0,36264205.0,0.1987079726027397,6350832.0,0.0347990794520547,67792061.0,72942138.0,25.537190082644628,7.0,0
washington-commanders,2022,208200000.0,211881504.0,36702463.0,0.1762846445725264,37430319.0,0.179780590778098,120850530.0,54888305.0,25.663716814159294,8.5,0
washington-commanders,2023,224800000.0,133719895.0,47623965.0,0.211850378113879,9564844.0,0.0425482384341637,74147181.0,50112913.0,26.150943396226417,4.0,0
washington-commanders,2024,255400000.0,186228005.0,47227012.0,0.1849139075959279,13848027.0,0.0542209357870007,87344973.0,80164398.0,27.52830188679245,12.0,1
washington-commanders,2025,279200000.0,171894381.0,28831949.0,0.1032662929799426,18147159.0,0.0649969878223495,78353621.0,88891598.0,28.641509433962263,5.0,0
